contrast_0,contrast_45,contrast_90,contrast_135,correlation_0,correlation_45,correlation_90,correlation_135,energy_0,energy_45,energy_90,energy_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135
65.57643375182846,34.1391753363639,35.006292478045054,37.82680690728254,0.9809326528654294,0.9900924463793721,0.9898598579056062,0.989021964321868,0.02348935416770455,0.024564354653269713,0.024366631528286862,0.0244034125638693,0.2651087644320077,0.2762441848116034,0.27764528849186265,0.27493798117745427
