mean_h,mean_s,mean_v,std_h,std_s,std_v,var_h,var_s,var_v,skew_h,skew_s,skew_v,kurt_h,kurt_s,kurt_v
58.1242825255102,59.14702248086735,124.14116310586735,72.20731917365933,38.28572168155002,41.86712944371,5213.89694224671,1465.7964846771094,1752.8565278563688,0.9085330830020203,0.4015889113563161,-0.28226852900159644,2.0047049840351767,2.9423307507965903,2.8055801941646856
