mean_h,mean_s,mean_v,std_h,std_s,std_v,var_h,var_s,var_v,skew_h,skew_s,skew_v,kurt_h,kurt_s,kurt_v,contrast_0,contrast_45,contrast_90,contrast_135,correlation_0,correlation_45,correlation_90,correlation_135,energy_0,energy_45,energy_90,energy_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135
58.1242825255102,59.14702248086735,124.14116310586736,72.20731917365933,38.28572168155002,41.86712944371,5213.89694224671,1465.7964846771094,1752.8565278563688,0.9085330830020204,0.4015889113563161,-0.2822685290015964,2.0047049840351767,2.9423307507965903,2.8055801941646856,65.57643375182846,34.1391753363639,35.006292478045054,37.82680690728254,0.9809326528654294,0.990092446379372,0.9898598579056062,0.989021964321868,0.0234893541677045,0.0245643546532697,0.0243666315282868,0.0244034125638693,0.2651087644320077,0.2762441848116034,0.2776452884918626,0.2749379811774542
